source,jurisdiction,year,list_type,category,item,item_en,ref,sector_map,url
UK National Risk Register 2025,UK,2025,risk_register,"Human, animal and plant health",Animal disease: major outbreak of African swine fever,Animal disease: major outbreak of African swine fever,NRR 2025 p.166,food_agriculture,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,"Human, animal and plant health",Major outbreak of plant pest: Xylella fastidiosa,Major outbreak of plant pest: Xylella fastidiosa,NRR 2025 p.168,food_agriculture,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,"Human, animal and plant health",Major outbreak of plant pest: Agrilus planipennis,Major outbreak of plant pest: Agrilus planipennis,NRR 2025 p.170,food_agriculture,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Societal,Public disorder,Public disorder,NRR 2025 p.173,defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Societal,Industrial action,Industrial action,NRR 2025 p.175,cross_cutting,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Societal,Reception and integration of British Nationals arriving from overseas,Reception and integration of British Nationals arriving from overseas,NRR 2025 p.177,government_admin,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Conflict and instability,Deliberate disruption of UK space systems and space-based services,Deliberate disruption of UK space systems and space-based services,NRR 2025 p.180,communications_it;defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Conflict and instability,Attack on a UK ally or partner outside NATO or a mutual security agreement requiring international assistance,Attack on a UK ally or partner outside NATO or a mutual security agreement requiring international assistance,NRR 2025 p.182,defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Conflict and instability,"Attack against a NATO ally or UK deployed forces, which meets the Article 5 threshold","Attack against a NATO ally or UK deployed forces, which meets the Article 5 threshold",NRR 2025 p.183,defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Conflict and instability,Conventional attack on the UK mainland or overseas territories,Conventional attack on the UK mainland or overseas territories,NRR 2025 p.184,defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
UK National Risk Register 2025,UK,2025,risk_register,Conflict and instability,Nuclear miscalculation not involving the UK or its allies,Nuclear miscalculation not involving the UK or its allies,NRR 2025 p.185,defense_public_safety,https://assets.publishing.service.gov.uk/media/67b5f85732b2aab18314bbe4/National_Risk_Register_2025.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Biologiska hot,Epidemi,Epidemic,"NRSB 2025 Tabell 1, p.27",health_social_care,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Biologiska hot,Epizooti,Epizootic (major animal disease outbreak),"NRSB 2025 Tabell 1, p.27",food_agriculture,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Natur- och miljöhot,Skogs- och vegetationsbrand,Forest and vegetation fire,"NRSB 2025 Tabell 1, p.27",defense_public_safety;food_agriculture,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Natur- och miljöhot,Skyfall,Cloudburst / extreme rainfall,"NRSB 2025 Tabell 1, p.27",water;construction_housing,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Natur- och miljöhot,Solstorm,Solar storm,"NRSB 2025 Tabell 1, p.27",energy;communications_it,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Natur- och miljöhot,Storm,Storm,"NRSB 2025 Tabell 1, p.27",energy;construction_housing,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Natur- och miljöhot,Värmebölja och torka,Heatwave and drought,"NRSB 2025 Tabell 1, p.27",water;food_agriculture;health_social_care,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,Dammhaveri,Dam failure,"NRSB 2025 Tabell 1, p.27",water;energy,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,It-incident,IT incident,"NRSB 2025 Tabell 1, p.27",communications_it,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,Kemikalieolycka,Chemical accident,"NRSB 2025 Tabell 1, p.27",manufacturing;health_social_care,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,Kärnteknisk olycka,Nuclear accident,"NRSB 2025 Tabell 1, p.27",energy,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,Maritim olycka,Maritime accident,"NRSB 2025 Tabell 1, p.27",transport_logistics,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Teknologiska hot,Nätsammanbrott i elsystemet,Collapse of the electricity grid,"NRSB 2025 Tabell 1, p.27",energy,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Sociala och ekonomiska hot,Händelse utomlands,Incident abroad,"NRSB 2025 Tabell 1, p.27",government_admin,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Sociala och ekonomiska hot,Okontrollerade befolkningsrörelser,Uncontrolled population movements,"NRSB 2025 Tabell 1, p.27",government_admin;defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Sociala och ekonomiska hot,Störning i internationella handelsflöden,Disruption of international trade flows,"NRSB 2025 Tabell 1, p.27",transport_logistics;food_agriculture;manufacturing,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Sociala och ekonomiska hot,Våldsamt upplopp,Violent riot,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Säkerhetshot,CBRN-attentat,CBRN attack,"NRSB 2025 Tabell 1, p.27",defense_public_safety;health_social_care,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Säkerhetshot,Cyberangrepp,Cyberattack,"NRSB 2025 Tabell 1, p.27",communications_it,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Säkerhetshot,Otillbörlig informationspåverkan,Improper information influence,"NRSB 2025 Tabell 1, p.27",media_arts_culture;government_admin,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Säkerhetshot,Sabotage mot kritisk infrastruktur,Sabotage of critical infrastructure,"NRSB 2025 Tabell 1, p.27",energy;water;communications_it;transport_logistics,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Säkerhetshot,Terrorattentat,Terrorist attack,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Militära hot,Väpnat angrepp – Strid utanför Sverige inom ramen för Nato,Armed attack – combat outside Sweden within NATO,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Militära hot,Väpnat angrepp – Fjärrangrepp,Armed attack – long-range strike,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Militära hot,Väpnat angrepp – Strid på svenskt territorium,Armed attack – combat on Swedish territory,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
MSB Nationell risk- och sårbarhetsbedömning 2025,SE,2025,risk_register,Militära hot,Väpnat angrepp – Kärnvapenangrepp,Armed attack – nuclear attack,"NRSB 2025 Tabell 1, p.27",defense_public_safety,https://rib.msb.se/filer/pdf/31068.pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Two events – North East windstorm,Two events – North East windstorm,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Two events – South Carolina windstorm,Two events – South Carolina windstorm,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Florida windstorm – Miami-Dade,Florida windstorm – Miami-Dade,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Florida windstorm – Pinellas,Florida windstorm – Pinellas,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Gulf of Mexico windstorm (onshore and offshore energy),Gulf of Mexico windstorm (onshore and offshore energy),"RDS Scenario Specification 2026, contents + §1.2",energy,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,European windstorm,European windstorm,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Japanese typhoon,Japanese typhoon,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,California earthquake – Los Angeles,California earthquake – Los Angeles,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,California earthquake – San Francisco,California earthquake – San Francisco,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,New Madrid earthquake,New Madrid earthquake,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Japanese earthquake,Japanese earthquake,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,UK flood,UK flood,"RDS Scenario Specification 2026, contents + §1.2",water;construction_housing,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Terrorism – Rockefeller Center,Terrorism – Rockefeller Center,"RDS Scenario Specification 2026, contents + §1.2",defense_public_safety,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Terrorism – One World Trade Center,Terrorism – One World Trade Center,"RDS Scenario Specification 2026, contents + §1.2",defense_public_safety,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Alternative scenario A,Alternative scenario A,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Alternative scenario B,Alternative scenario B,"RDS Scenario Specification 2026, contents + §1.2",cross_cutting,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Cyber – Major data security breach,Cyber – Major data security breach,"RDS Scenario Specification 2026, contents + §1.2",communications_it,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Cyber – Business Blackout II (power grid cyber outage),Cyber – Business Blackout II (power grid cyber outage),"RDS Scenario Specification 2026, contents + §1.2",energy;communications_it,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Cyber – Cloud Cascade (major cloud provider failure),Cyber – Cloud Cascade (major cloud provider failure),"RDS Scenario Specification 2026, contents + §1.2",communications_it,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Compulsory,Cyber – Ransomware Contagion,Cyber – Ransomware Contagion,"RDS Scenario Specification 2026, contents + §1.2",communications_it,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Marine scenarios,Marine scenarios,"RDS Scenario Specification 2026, contents + §1.2",transport_logistics,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Loss of major complex,Loss of major complex,"RDS Scenario Specification 2026, contents + §1.2",manufacturing;energy,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Aviation collision,Aviation collision,"RDS Scenario Specification 2026, contents + §1.2",transport_logistics,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Satellite risks,Satellite risks,"RDS Scenario Specification 2026, contents + §1.2",communications_it,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Liability risks,Liability risks,"RDS Scenario Specification 2026, contents + §1.2",finance_insurance,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
Lloyd's Realistic Disaster Scenarios (January 2026),Lloyd's market,2026,insurance_scenarios,Syndicate-specific,Political risks,Political risks,"RDS Scenario Specification 2026, contents + §1.2",government_admin,https://assets.lloyds.com/media-651c0e64-c1d0-4f97-90f7-883c69fe2ef2/7b37ea26-64e2-4a67-915b-36168145a1b2/2.%20RDS%20Scenario%20Specification%20-%20January%202026%20(1).pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 1)",Geoeconomic confrontation,Geoeconomic confrontation,"GRR 2026 Figure 3, p.9",government_admin;finance_insurance,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 2)",Misinformation and disinformation,Misinformation and disinformation,"GRR 2026 Figure 3, p.9",media_arts_culture;communications_it,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 3)",Societal polarization,Societal polarization,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 4)",Extreme weather events,Extreme weather events,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 5)",State-based armed conflict,State-based armed conflict,"GRR 2026 Figure 3, p.9",defense_public_safety,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 6)",Cyber insecurity,Cyber insecurity,"GRR 2026 Figure 3, p.9",communications_it,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 7)",Inequality,Inequality,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 8)",Erosion of human rights and/or of civic freedoms,Erosion of human rights and/or of civic freedoms,"GRR 2026 Figure 3, p.9",government_admin,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 9)",Pollution,Pollution,"GRR 2026 Figure 3, p.9",health_social_care;water,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 2-year horizon (rank 10)",Involuntary migration or displacement,Involuntary migration or displacement,"GRR 2026 Figure 3, p.9",government_admin,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 1)",Extreme weather events,Extreme weather events,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 2)",Biodiversity loss and ecosystem collapse,Biodiversity loss and ecosystem collapse,"GRR 2026 Figure 3, p.9",food_agriculture,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 3)",Critical change to Earth systems,Critical change to Earth systems,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 4)",Misinformation and disinformation,Misinformation and disinformation,"GRR 2026 Figure 3, p.9",media_arts_culture;communications_it,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 5)",Adverse outcomes of AI technologies,Adverse outcomes of AI technologies,"GRR 2026 Figure 3, p.9",communications_it;government_admin,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 6)",Natural resource shortages,Natural resource shortages,"GRR 2026 Figure 3, p.9",water;energy;food_agriculture,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 7)",Inequality,Inequality,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 8)",Cyber insecurity,Cyber insecurity,"GRR 2026 Figure 3, p.9",communications_it,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 9)",Societal polarization,Societal polarization,"GRR 2026 Figure 3, p.9",cross_cutting,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
WEF Global Risks Report 2026,global,2026,perception_survey,"top-10 severity, 10-year horizon (rank 10)",Pollution,Pollution,"GRR 2026 Figure 3, p.9",health_social_care;water,https://reports.weforum.org/docs/WEF_Global_Risks_Report_2026.pdf
